Type,SKU,Name,Published,Is featured?,Visibility in catalog,Regular price,Sale price,Manage stock?,Stock,In stock?,Images,Meta: _cvd_source,Meta: _cvd_source_product_id
simple,CV-BIZ-116444,Sartén Grande (Wok),1,0,visible,25,,1,10,1,https://biznecubano.com/images/small/tenants/1410/products/116444/QQP-product-cover.jpeg,biznecubano,116444
simple,CV-BIZ-116492,Carrito de Mandado Plegable Rojo,1,0,visible,25,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116492/hhP-product-cover.jpeg,biznecubano,116492
simple,CV-BIZ-116496,Carrito de Mandado Plegable Rojo Vino,1,0,visible,25,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116496/XHc-product-cover.jpeg,biznecubano,116496
simple,CV-BIZ-116497,Carrito de Mandado Plegable Negro,1,0,visible,25,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116497/HpH-product-cover.jpeg,biznecubano,116497
simple,CV-BIZ-116498,Carrito de Mandado Plegable Azul,1,0,visible,25,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116498/iAZ-product-cover.jpeg,biznecubano,116498
simple,CV-BIZ-116502,Carrito de Mandado Plegable Azul oscuro,1,0,visible,25,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116502/lwx-product-cover.jpeg,biznecubano,116502
simple,CV-BIZ-116521,"Ventilador Recargable MILEXUS 16"" NEGRO",1,0,visible,55,,1,5,1,https://biznecubano.com/images/small/tenants/1410/products/116521/ur6-product-cover.jpeg,biznecubano,116521
simple,CV-BIZ-116522,"Ventilador Recargable MILEXUS 16"" BLANCO",1,0,visible,55,,1,3,1,https://biznecubano.com/images/small/tenants/1410/products/116522/Fl4-product-cover.jpeg,biznecubano,116522
simple,CV-BIZ-116744,Sartén 24 cm,1,0,visible,19,,1,6,1,https://biznecubano.com/images/small/tenants/1410/products/116744/vgu-product-cover.jpeg,biznecubano,116744
simple,CV-BIZ-116745,Cesto con Pedal SLIM 15LT Blanco,1,0,visible,16,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116745/5MD-product-cover.jpeg,biznecubano,116745
simple,CV-BIZ-116746,Cesto con Pedal SLIM 15LT beige,1,0,visible,16,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116746/SAv-product-cover.jpeg,biznecubano,116746
simple,CV-BIZ-116747,Cesto con Pedal SLIM 15LT Gris,1,0,visible,16,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116747/tqi-product-cover.jpeg,biznecubano,116747
simple,CV-BIZ-116748,Zapatera de tela gris,1,0,visible,35,,1,1,1,https://biznecubano.com/images/small/tenants/1410/products/116748/QbS-product-cover.jpeg,biznecubano,116748
simple,CV-BIZ-116749,Zapatera de tela negro,1,0,visible,35,,1,2,1,https://biznecubano.com/images/small/tenants/1410/products/116749/nUS-product-cover.jpeg,biznecubano,116749
simple,CV-BIZ-116750,Organizador Colgante de Tela – 5 Niveles,1,0,visible,15,,1,6,1,https://biznecubano.com/images/small/tenants/1410/products/116750/bzh-product-cover.jpeg,biznecubano,116750
